post_id,campaign_id,creator_id,post_date,platform,format,views_at_24h,views_at_7d,views_at_30d,views_final,total_payout_earned,flagged_suspicious
PO06468,CA056,CR0783,2025-06-15,youtube,short,100,177,468,458,0,False
PO06469,CA056,CR0154,2025-06-15,youtube,long_form,100,100,100,100,0,False
PO06470,CA056,CR0972,2025-06-15,youtube,short,466,1458,2029,2226,0,False
PO06471,CA056,CR0432,2025-06-15,youtube,long_form,205,484,804,803,0,False
PO06472,CA056,CR0929,2025-06-15,youtube,short,100,233,366,382,0,False
PO06473,CA056,CR0275,2025-06-15,youtube,long_form,100,100,100,100,0,False
PO06474,CA056,CR0113,2025-06-15,youtube,short,531,1976,3452,3562,0,False
PO06475,CA056,CR0844,2025-06-15,youtube,short,991,2236,4511,5159,0,False
PO06476,CA056,CR0961,2025-06-15,youtube,long_form,163,330,567,634,0,False
PO06477,CA056,CR0758,2025-06-15,youtube,long_form,655,1306,2819,3237,0,False
PO06478,CA056,CR0669,2025-06-15,youtube,short,186,583,1319,1557,0,False
PO06479,CA056,CR0261,2025-06-15,youtube,short,882,2526,4154,4374,0,False
PO06480,CA056,CR0344,2025-06-15,youtube,carousel,100,100,100,100,0,False
PO06481,CA056,CR1200,2025-06-15,youtube,long_form,4862,11945,17563,20830,1150,False
PO06482,CA056,CR0298,2025-06-15,youtube,short,739,1022,2654,2786,0,False
PO06483,CA056,CR0723,2025-06-15,youtube,short,339,874,1734,1739,0,False
PO06484,CA056,CR0558,2025-06-15,youtube,short,644,2039,3114,3396,0,False
PO06485,CA057,CR0042,2025-06-18,youtube,short,292,1307,2700,3335,0,False
PO06486,CA057,CR0162,2025-06-18,youtube,short,141,445,595,714,0,False
PO06487,CA057,CR0150,2025-06-18,youtube,short,642,1977,2757,2970,0,False
PO06488,CA057,CR0870,2025-06-18,youtube,short,2473,5299,11982,13963,600,False
PO06489,CA057,CR0268,2025-06-18,youtube,long_form,17569,71504,102870,114235,5950,False
PO06490,CA057,CR0355,2025-06-18,youtube,short,1430,3973,8156,9689,600,False
PO06491,CA057,CR0382,2025-06-18,youtube,short,6613,35379,45367,56709,2400,False
PO06492,CA057,CR0117,2025-06-18,youtube,carousel,1014,2879,3603,4394,0,False
PO06493,CA057,CR0558,2025-06-18,youtube,long_form,667,1554,2832,3249,0,False
PO06494,CA057,CR0308,2025-06-18,youtube,reel,24400,116491,243717,296421,5950,False
PO06495,CA057,CR0122,2025-06-18,youtube,short,2582,6517,7973,9405,600,False
PO06496,CA057,CR0030,2025-06-18,youtube,short,1074,11078,50502,60727,2400,True
PO06497,CA057,CR0887,2025-06-18,youtube,long_form,9582,16765,35125,37002,2400,False
PO06498,CA057,CR0270,2025-06-18,youtube,reel,2748,5892,8946,10327,600,False
PO06499,CA057,CR0725,2025-06-18,youtube,reel,346,661,1561,1623,0,False
PO06500,CA057,CR1183,2025-06-18,youtube,short,6576,8994,25141,24948,600,False
PO06501,CA057,CR0409,2025-06-18,youtube,long_form,1182,3591,5009,5143,0,False
PO06502,CA057,CR0123,2025-06-18,youtube,long_form,241,806,1146,1332,0,False
PO06503,CA057,CR1126,2025-06-18,youtube,short,726,1153,2554,3173,0,False
PO06504,CA057,CR0675,2025-06-18,youtube,carousel,308,783,941,1145,0,False
PO06505,CA057,CR0809,2025-06-18,youtube,short,5020,14665,19306,23620,600,False
PO06506,CA057,CR0271,2025-06-18,youtube,short,473,2224,4420,4737,0,False
PO06507,CA057,CR0009,2025-06-18,youtube,carousel,100,129,317,355,0,False
PO06508,CA057,CR0395,2025-06-18,youtube,long_form,1969,6244,8434,8942,600,False
PO06509,CA057,CR1025,2025-06-18,youtube,long_form,955,6221,8846,8982,600,False
PO06510,CA057,CR0375,2025-06-18,youtube,short,6675,16052,21504,24911,600,False
PO06511,CA057,CR0669,2025-06-18,youtube,long_form,1612,4272,8250,8026,0,False
PO06512,CA057,CR0954,2025-06-18,youtube,reel,366,1270,3366,3576,0,False
PO06513,CA057,CR1026,2025-06-18,youtube,short,100,193,388,455,0,False
PO06514,CA057,CR0298,2025-06-18,youtube,short,5733,7346,18171,20891,600,False
PO06515,CA057,CR0972,2025-06-18,youtube,long_form,144,720,890,1047,0,False
PO06516,CA057,CR0149,2025-06-18,youtube,reel,425,1093,1604,1632,0,False
PO06517,CA057,CR0480,2025-06-18,youtube,reel,377,1862,4060,4444,0,False
PO06518,CA057,CR0844,2025-06-18,youtube,short,1460,4386,10237,10996,600,False
PO06519,CA057,CR0562,2025-06-18,youtube,short,268,462,1051,1064,0,False
PO06520,CA057,CR0808,2025-06-18,youtube,carousel,290,1956,2874,3238,0,False
PO06521,CA057,CR0212,2025-06-18,youtube,short,1935,6258,16880,17228,600,False
PO06522,CA057,CR0524,2025-06-18,youtube,short,907,1921,3377,3915,0,False
PO06523,CA057,CR0401,2025-06-18,youtube,long_form,100,100,100,100,0,False
PO06524,CA057,CR1019,2025-06-18,youtube,carousel,404,1116,1722,1822,0,False
PO06525,CA057,CR0390,2025-06-18,youtube,short,2856,10078,13984,15505,600,False
PO06526,CA057,CR0579,2025-06-18,youtube,short,11600,31524,54517,67416,2400,False
PO06527,CA057,CR0866,2025-06-18,youtube,short,398,1429,9249,12200,600,True
PO06528,CA057,CR0571,2025-06-18,youtube,long_form,794,2521,3177,3671,0,False
PO06529,CA057,CR0159,2025-06-18,youtube,short,3656,7533,12126,14090,600,False
PO06530,CA057,CR1098,2025-06-18,youtube,long_form,36582,73657,178404,185015,5950,False
PO06531,CA057,CR0433,2025-06-18,youtube,short,2318,7282,14041,14563,600,False
PO06532,CA057,CR1141,2025-06-18,youtube,short,6823,28971,40927,43300,2400,False
PO06533,CA057,CR0025,2025-06-18,youtube,short,1292,2567,5431,5390,0,False
PO06534,CA057,CR0566,2025-06-18,youtube,short,1442,3966,7568,7472,0,False
PO06535,CA057,CR0985,2025-06-18,youtube,long_form,460,1266,2074,2352,0,False
PO06536,CA057,CR0393,2025-06-18,youtube,short,100,100,450,565,0,True
PO06537,CA057,CR0992,2025-06-18,youtube,short,15741,35824,58038,72320,2400,False
PO06538,CA057,CR0378,2025-06-18,youtube,short,1946,3657,6603,7721,0,False
PO06539,CA057,CR0922,2025-06-18,youtube,reel,3289,6773,14883,15380,600,False
PO06540,CA057,CR0689,2025-06-18,youtube,short,1507,4077,6480,6914,0,False
PO06541,CA057,CR0775,2025-06-18,youtube,short,471,2395,10720,13786,600,True
PO06542,CA057,CR0840,2025-06-18,youtube,long_form,1488,2845,26819,32474,600,True
PO06543,CA057,CR0197,2025-06-18,youtube,short,1637,7669,14101,14241,600,False
PO06544,CA057,CR0462,2025-06-18,youtube,short,2885,11165,17382,21658,600,False
PO06545,CA057,CR0052,2025-06-18,youtube,carousel,651,1753,2884,3036,0,False
PO06546,CA057,CR0373,2025-06-18,youtube,reel,584,1873,2473,3091,0,False
PO06547,CA057,CR0843,2025-06-18,youtube,short,875,3010,6501,7252,0,False
PO06548,CA057,CR1162,2025-06-18,youtube,short,440,1367,2226,2775,0,False
PO06549,CA057,CR0541,2025-06-18,youtube,long_form,466,1617,3525,3945,0,False
PO06550,CA057,CR0142,2025-06-18,youtube,reel,1856,3132,6223,7038,0,False
PO06551,CA057,CR0346,2025-06-18,youtube,long_form,877,4166,7968,7960,0,False
PO06552,CA057,CR1040,2025-06-18,youtube,short,449,1671,3295,3394,0,False
PO06553,CA057,CR0223,2025-06-18,youtube,reel,4206,11992,17246,17424,600,False
PO06554,CA057,CR0125,2025-06-18,youtube,reel,2161,7710,17584,17667,600,False
PO06555,CA057,CR0485,2025-06-18,youtube,short,1803,5225,14068,13729,600,False
PO06556,CA057,CR1094,2025-06-18,youtube,short,1138,3997,8412,10363,600,False
PO06557,CA057,CR1083,2025-06-18,youtube,short,1385,3103,5428,6505,0,False
PO06558,CA057,CR0849,2025-06-18,youtube,short,2617,8458,14730,17303,600,False
PO06559,CA057,CR0087,2025-06-18,youtube,short,13070,90498,426393,472570,20900,True
PO06560,CA057,CR0996,2025-06-18,youtube,short,719,1984,3656,3636,0,False
PO06561,CA057,CR1009,2025-06-18,youtube,short,2182,4575,12350,12571,600,False
PO06562,CA057,CR0549,2025-06-18,youtube,short,295,1042,2004,2244,0,False
PO06563,CA057,CR1138,2025-06-18,youtube,short,752,1398,3353,3656,0,False
PO06564,CA057,CR0247,2025-06-18,youtube,short,1594,3547,8726,9898,600,False
PO06565,CA057,CR0758,2025-06-18,youtube,short,1039,5665,7334,9149,600,False
PO06566,CA057,CR0344,2025-06-18,youtube,short,1325,4291,9198,10268,600,False
PO06567,CA057,CR0925,2025-06-18,youtube,short,1413,6682,14962,15990,600,False
PO06568,CA058,CR0995,2025-06-21,youtube,short,21057,36698,75294,83101,3550,False
PO06569,CA058,CR0162,2025-06-21,youtube,long_form,149,351,505,552,0,False
PO06570,CA058,CR0954,2025-06-21,youtube,short,386,1296,2040,2043,0,False
PO06571,CA058,CR0671,2025-06-21,youtube,long_form,135,377,981,1034,0,False
PO06572,CA058,CR0688,2025-06-21,youtube,short,340,1956,2770,2885,0,False
PO06573,CA058,CR0345,2025-06-21,youtube,reel,396,1516,14038,15367,350,True
PO06574,CA058,CR0524,2025-06-21,youtube,long_form,6011,15391,40789,40473,1450,False
PO06575,CA058,CR0892,2025-06-21,youtube,short,135,457,685,668,0,False
PO06576,CA058,CR0840,2025-06-21,youtube,short,1261,3395,4708,5020,0,False
PO06577,CA058,CR0261,2025-06-21,youtube,reel,12541,25162,43186,47321,1450,False
PO06578,CA058,CR0082,2025-06-21,youtube,long_form,2432,4640,10217,10273,350,False
PO06579,CA058,CR0358,2025-06-21,youtube,long_form,194,1459,2104,2324,0,False
PO06580,CA058,CR1126,2025-06-21,youtube,short,704,1430,2930,2878,0,False
PO06581,CA058,CR0342,2025-06-21,youtube,short,1293,2999,5441,5638,0,False
PO06582,CA058,CR0081,2025-06-21,youtube,long_form,328,798,1280,1312,0,False
PO06583,CA058,CR0052,2025-06-21,youtube,long_form,195,1145,1681,1870,0,False
PO06584,CA058,CR0789,2025-06-21,youtube,long_form,100,428,834,904,0,False
PO06585,CA058,CR0871,2025-06-21,youtube,short,3700,18530,28656,32245,350,False
PO06586,CA058,CR0450,2025-06-21,youtube,short,13531,42855,103222,105779,3550,False
PO06587,CA058,CR0355,2025-06-21,youtube,carousel,131,515,998,1200,0,False
PO06588,CA058,CR0463,2025-06-21,youtube,short,1586,5276,12867,13944,350,False
PO06589,CA058,CR0742,2025-06-21,youtube,short,253,1005,1515,1548,0,False
PO06590,CA058,CR0375,2025-06-21,youtube,short,465,1622,2746,2693,0,False
PO06591,CA058,CR0368,2025-06-21,youtube,reel,354,1368,1853,2104,0,False
PO06592,CA058,CR0200,2025-06-21,youtube,carousel,740,2150,2606,3113,0,False
PO06593,CA058,CR0025,2025-06-21,youtube,short,813,3249,5138,6085,0,False
PO06594,CA058,CR0541,2025-06-21,youtube,long_form,5364,10075,25179,24699,350,False
PO06595,CA058,CR0270,2025-06-21,youtube,long_form,2238,7108,11431,11241,350,False
PO06596,CA058,CR1009,2025-06-21,youtube,short,1635,7608,11083,10913,350,False
PO06597,CA058,CR0149,2025-06-21,youtube,short,100,152,234,248,0,False
PO06598,CA058,CR1186,2025-06-21,youtube,short,100,183,305,318,0,False
PO06599,CA058,CR0558,2025-06-21,youtube,long_form,203,1391,2051,2339,0,False
PO06600,CA058,CR0467,2025-06-21,youtube,short,7455,14843,33691,37709,1450,False
PO06601,CA058,CR0308,2025-06-21,youtube,short,162179,330941,692690,681158,12500,False
PO06602,CA058,CR0456,2025-06-21,youtube,short,156,388,797,933,0,False
PO06603,CA058,CR1015,2025-06-21,youtube,long_form,1876,3221,7173,8677,350,False
PO06604,CA058,CR0142,2025-06-21,youtube,long_form,918,3478,5392,5695,0,False
PO06605,CA058,CR0485,2025-06-21,youtube,short,1743,3053,7185,7313,0,False
PO06606,CA058,CR1094,2025-06-21,youtube,short,2690,4894,7956,9768,350,False
PO06607,CA058,CR0668,2025-06-21,youtube,short,549,2004,4752,4696,0,False
PO06608,CA058,CR0103,2025-06-21,youtube,long_form,5983,10527,20626,22447,350,False
PO06609,CA058,CR0827,2025-06-21,youtube,short,3597,9084,13393,13248,350,False
PO06610,CA058,CR0955,2025-06-21,youtube,short,969,2419,5227,5536,0,False
PO06611,CA058,CR0154,2025-06-21,youtube,long_form,370,1180,2248,2227,0,False
PO06612,CA058,CR0925,2025-06-21,youtube,reel,4272,8768,18574,18178,350,False
PO06613,CA058,CR1200,2025-06-21,youtube,carousel,1111,2012,3718,4176,0,False
PO06614,CA058,CR0373,2025-06-21,youtube,short,2761,10151,12031,14754,350,False
PO06615,CA058,CR0419,2025-06-21,youtube,reel,1436,9105,15616,17925,350,False
PO06616,CA058,CR0809,2025-06-21,youtube,short,1234,2674,5103,5861,0,False
PO06617,CA058,CR0653,2025-06-21,youtube,short,23049,70593,86801,101866,3550,False
PO06618,CA058,CR1110,2025-06-21,youtube,short,391,1288,1931,2155,0,False
PO06619,CA058,CR0549,2025-06-21,youtube,short,247,1286,2906,3092,0,False
PO06620,CA058,CR0378,2025-06-21,youtube,reel,948,2066,5641,5634,0,False
PO06621,CA058,CR0675,2025-06-21,youtube,reel,199,644,1423,1720,0,False
PO06622,CA058,CR0117,2025-06-21,youtube,long_form,150,345,519,558,0,False
PO06623,CA058,CR1162,2025-06-21,youtube,long_form,126,347,499,567,0,False
PO06624,CA058,CR1126,2025-06-21,youtube,short,820,2851,4563,5457,0,False
PO06625,CA058,CR0344,2025-06-21,youtube,short,1510,2768,6573,6904,0,False
PO06626,CA058,CR0579,2025-06-21,youtube,short,1154,2971,6456,6592,0,False
PO06627,CA058,CR0866,2025-06-21,youtube,short,432,1802,2941,2906,0,False
PO06628,CA058,CR0870,2025-06-21,youtube,long_form,328,1003,1623,1847,0,False
PO06629,CA058,CR1189,2025-06-21,youtube,reel,673,1769,3574,3971,0,False
PO06630,CA058,CR1026,2025-06-21,youtube,short,2028,5617,10373,12732,350,False
PO06631,CA058,CR0586,2025-06-21,youtube,short,2210,5092,8194,8133,350,False
PO06632,CA058,CR0781,2025-06-21,youtube,short,462,1366,2104,2340,0,False
PO06633,CA058,CR0992,2025-06-21,youtube,reel,4655,11061,21028,23085,350,False
PO06634,CA058,CR1122,2025-06-21,youtube,short,254,823,1869,2005,0,False
PO06635,CA058,CR0039,2025-06-21,youtube,short,140,298,2850,3450,0,True
PO06636,CA058,CR0407,2025-06-21,youtube,short,261,1187,1846,2082,0,False
PO06637,CA058,CR0944,2025-06-21,youtube,short,20793,56207,122984,139282,3550,False
PO06638,CA058,CR0122,2025-06-21,youtube,short,1169,6599,8720,9766,350,False
PO06639,CA058,CR0004,2025-06-21,youtube,short,5810,16012,29940,35696,1450,False
PO06640,CA058,CR1138,2025-06-21,youtube,short,513,2248,3278,3251,0,False
PO06641,CA058,CR0209,2025-06-21,youtube,reel,172,629,860,993,0,False
PO06642,CA058,CR0090,2025-06-21,youtube,long_form,175,1088,1852,1936,0,False
PO06643,CA058,CR0382,2025-06-21,youtube,short,100,158,373,437,0,False
PO06644,CA058,CR0066,2025-06-21,youtube,short,660,4916,6586,7412,0,False
PO06645,CA058,CR0439,2025-06-21,youtube,reel,465,1080,1888,1938,0,False
PO06646,CA058,CR0311,2025-06-21,youtube,short,406,1395,2350,2758,0,False
PO06647,CA058,CR0808,2025-06-21,youtube,short,792,1488,2366,2901,0,False
PO06648,CA058,CR0742,2025-06-21,youtube,reel,2650,5726,10931,11944,350,False
PO06649,CA058,CR0830,2025-06-21,youtube,short,405,1540,2746,2871,0,False
PO06650,CA058,CR0258,2025-06-21,youtube,reel,7075,13263,25784,27295,350,False
PO06651,CA058,CR1067,2025-06-21,youtube,short,49025,180893,487641,506870,12500,False
PO06652,CA058,CR0108,2025-06-21,youtube,short,1514,3928,5901,6588,0,False
PO06653,CA058,CR0809,2025-06-21,youtube,short,868,4894,6866,7134,0,False
PO06654,CA058,CR0926,2025-06-21,youtube,short,218,508,1139,1141,0,False
PO06655,CA058,CR0187,2025-06-21,youtube,reel,464,1098,2563,2771,0,False
PO06656,CA058,CR0951,2025-06-21,youtube,long_form,188,276,612,751,0,False
PO06657,CA058,CR0857,2025-06-21,youtube,short,170,506,854,883,0,False
PO06658,CA058,CR1062,2025-06-21,youtube,long_form,1596,8406,14333,14884,350,False
PO06659,CA058,CR1019,2025-06-21,youtube,long_form,465,798,1436,1692,0,False
PO06660,CA058,CR1163,2025-06-21,youtube,carousel,100,637,2976,3789,0,True
PO06661,CA058,CR0114,2025-06-21,youtube,reel,209,565,1539,1592,0,False
PO06662,CA058,CR0257,2025-06-21,youtube,long_form,100,100,114,133,0,False
PO06663,CA058,CR0784,2025-06-21,youtube,carousel,100,100,240,261,0,True
PO06664,CA058,CR0462,2025-06-21,youtube,long_form,399,1488,8555,10823,350,True
PO06665,CA058,CR1173,2025-06-21,youtube,long_form,200,1212,2025,2079,0,False
PO06666,CA058,CR0223,2025-06-21,youtube,long_form,232,541,691,864,0,False
PO06667,CA058,CR1023,2025-06-21,youtube,long_form,356,1582,2202,2613,0,False
PO06668,CA058,CR0816,2025-06-21,youtube,long_form,6478,53496,373761,424085,12500,True
PO06669,CA058,CR0929,2025-06-21,youtube,short,1785,4886,10081,9835,350,False
PO06670,CA058,CR0346,2025-06-21,youtube,short,4395,7291,20333,20392,350,False
PO06671,CA058,CR0164,2025-06-21,youtube,short,1754,3279,5813,6896,0,False
PO06672,CA058,CR1141,2025-06-21,youtube,reel,190,1194,1984,2194,0,False
PO06673,CA058,CR0468,2025-06-21,youtube,short,4816,8364,17295,17606,350,False
PO06674,CA058,CR0102,2025-06-21,youtube,reel,13382,37189,57311,63824,1450,False
PO06675,CA058,CR0278,2025-06-21,youtube,long_form,4350,24819,31092,38001,1450,False
PO06676,CA058,CR0159,2025-06-21,youtube,short,100,233,463,566,0,False
PO06677,CA058,CR0985,2025-06-21,youtube,short,1167,1942,4671,5186,0,False
PO06678,CA058,CR0433,2025-06-21,youtube,long_form,2141,3701,6584,7927,0,False
PO06679,CA058,CR0635,2025-06-21,youtube,reel,523,3444,4795,5040,0,False
PO06680,CA058,CR0634,2025-06-21,youtube,carousel,181,988,1277,1597,0,False
PO06681,CA058,CR0772,2025-06-21,youtube,long_form,100,212,369,377,0,False
PO06682,CA058,CR0480,2025-06-21,youtube,reel,3045,13489,19214,19474,350,False
PO06683,CA058,CR0023,2025-06-21,youtube,short,100,129,206,253,0,False
PO06684,CA058,CR0390,2025-06-21,youtube,short,2134,4890,12647,13491,350,False
PO06685,CA058,CR1012,2025-06-21,youtube,short,100,109,550,637,0,True
PO06686,CA058,CR0757,2025-06-21,youtube,long_form,2612,5388,10235,11318,350,False
PO06687,CA058,CR1169,2025-06-21,youtube,long_form,151,1041,1311,1505,0,False
PO06688,CA058,CR0977,2025-06-21,youtube,long_form,100,100,100,100,0,False
PO06689,CA058,CR0833,2025-06-21,youtube,short,32768,60855,139328,147532,3550,False
PO06690,CA058,CR1174,2025-06-21,youtube,long_form,2666,5298,10711,13380,350,False
PO06691,CA058,CR0770,2025-06-21,youtube,reel,933,4278,6184,6371,0,False
PO06692,CA058,CR0531,2025-06-21,youtube,carousel,166,1169,9272,10411,350,True
PO06693,CA058,CR0725,2025-06-21,youtube,short,187,401,743,876,0,False
PO06694,CA058,CR0817,2025-06-21,youtube,short,100,285,483,537,0,False
PO06695,CA058,CR0562,2025-06-21,youtube,reel,312,626,1641,1672,0,False
PO06696,CA058,CR0065,2025-06-21,youtube,reel,3944,11619,14197,16821,350,False
PO06697,CA058,CR1098,2025-06-21,youtube,reel,2408,13517,107533,124994,3550,True
PO06698,CA058,CR0723,2025-06-21,youtube,short,1676,3396,6620,6643,0,False
PO06699,CA058,CR0758,2025-06-21,youtube,carousel,100,248,514,541,0,False
PO06700,CA058,CR1038,2025-06-21,youtube,short,734,1435,2591,2673,0,False
PO06701,CA058,CR0122,2025-06-21,youtube,short,1440,3344,6905,7102,0,False
PO06702,CA058,CR1167,2025-06-21,youtube,reel,25164,168147,241957,261161,3550,False
PO06703,CA058,CR0996,2025-06-21,youtube,long_form,2399,6276,12722,13839,350,False
PO06704,CA058,CR0098,2025-06-21,youtube,short,1224,3069,5515,6582,0,False
PO06705,CA058,CR0972,2025-06-21,youtube,short,284,797,1616,1601,0,False
PO06706,CA058,CR0409,2025-06-21,youtube,short,1260,2741,5401,6392,0,False
PO06707,CA058,CR0393,2025-06-21,youtube,carousel,100,101,151,162,0,False
PO06708,CA058,CR0734,2025-06-21,youtube,short,691,4525,7453,7465,0,False
PO06709,CA058,CR1087,2025-06-21,youtube,short,292,651,1158,1306,0,False
PO06710,CA058,CR0587,2025-06-21,youtube,short,1477,4934,9797,9527,350,False
PO06711,CA058,CR1183,2025-06-21,youtube,long_form,12870,30904,47160,49626,1450,False
PO06712,CA058,CR0859,2025-06-21,youtube,long_form,208,751,1404,1458,0,False
PO06713,CA058,CR1128,2025-06-21,youtube,long_form,1852,5632,6840,8068,0,False
PO06714,CA058,CR0811,2025-06-21,youtube,reel,1627,3529,6408,7268,0,False
PO06715,CA058,CR0298,2025-06-21,youtube,long_form,467,2327,4962,5619,0,False
PO06716,CA058,CR0844,2025-06-21,youtube,short,1649,6754,9301,10775,350,False
PO06717,CA058,CR0703,2025-06-21,youtube,long_form,511,1994,2832,3287,0,False
PO06718,CA058,CR0669,2025-06-21,youtube,long_form,100,174,444,497,0,False
PO06719,CA058,CR0587,2025-06-21,youtube,short,910,2479,3564,4410,0,False
PO06720,CA058,CR1025,2025-06-21,youtube,long_form,100,184,438,461,0,False
PO06721,CA058,CR0376,2025-06-21,youtube,long_form,321,2795,12703,14376,350,True
PO06722,CA058,CR0859,2025-06-21,youtube,short,661,1746,3420,4186,0,False
PO06723,CA058,CR0141,2025-06-21,youtube,reel,4722,10260,21912,22308,350,False
PO06724,CA058,CR0113,2025-06-21,youtube,long_form,100,171,216,264,0,False
PO06725,CA058,CR1043,2025-06-21,youtube,long_form,100,330,442,475,0,False
PO06726,CA058,CR0775,2025-06-21,youtube,short,587,1528,2291,2356,0,False
PO06727,CA058,CR0961,2025-06-21,youtube,reel,2173,8308,10979,13439,350,False
PO06728,CA058,CR0849,2025-06-21,youtube,short,950,3012,5234,5140,0,False
PO06729,CA058,CR0263,2025-06-21,youtube,reel,100,141,301,341,0,False
PO06730,CA058,CR0421,2025-06-21,youtube,long_form,311,562,5505,6444,0,True
PO06731,CA058,CR0123,2025-06-21,youtube,short,536,1276,2776,2779,0,False
PO06732,CA058,CR0432,2025-06-21,youtube,long_form,2779,8630,15970,16012,350,False
PO06733,CA058,CR0008,2025-06-21,youtube,reel,11693,17299,34718,42863,1450,False
PO06734,CA058,CR1001,2025-06-21,youtube,long_form,100,157,372,365,0,False
PO06735,CA058,CR1046,2025-06-21,youtube,long_form,100,100,169,211,0,False
PO06736,CA058,CR0212,2025-06-21,youtube,short,430,969,1846,2057,0,False
PO06737,CA058,CR0232,2025-06-21,youtube,short,3300,5399,11655,13352,350,False
PO06738,CA058,CR0197,2025-06-21,youtube,short,284,1413,2105,2629,0,False
PO06739,CA058,CR1139,2025-06-21,youtube,carousel,940,2587,3517,3704,0,False
PO06740,CA058,CR0247,2025-06-21,youtube,short,1708,3594,6491,6723,0,False
PO06741,CA058,CR0042,2025-06-21,youtube,carousel,100,204,393,407,0,False
PO06742,CA058,CR0030,2025-06-21,youtube,short,7967,32526,51617,61858,1450,False
PO06743,CA058,CR0328,2025-06-21,youtube,carousel,407,1225,2219,2595,0,False
PO06744,CA058,CR1083,2025-06-21,youtube,short,437,2605,4417,4831,0,False
PO06745,CA058,CR0037,2025-06-21,youtube,short,1118,2519,3848,4384,0,False
PO06746,CA058,CR0125,2025-06-21,youtube,short,4430,25044,36682,40835,1450,False
PO06747,CA058,CR0150,2025-06-21,youtube,short,100,168,346,359,0,False
PO06748,CA058,CR0689,2025-06-21,youtube,long_form,1062,3392,4208,5214,0,False
PO06749,CA058,CR0843,2025-06-21,youtube,long_form,118,222,432,450,0,False
PO06750,CA058,CR0411,2025-06-21,youtube,short,393,1764,2543,2586,0,False
PO06751,CA058,CR0096,2025-06-21,youtube,long_form,336,1274,1921,2192,0,False
PO06752,CA058,CR0081,2025-06-21,youtube,short,278,1177,1691,1696,0,False
PO06753,CA058,CR1198,2025-06-21,youtube,short,869,1936,3519,3759,0,False
PO06754,CA058,CR1058,2025-06-21,youtube,long_form,946,1819,3749,3737,0,False
PO06755,CA058,CR0922,2025-06-21,youtube,short,156,654,1181,1389,0,False
PO06756,CA058,CR0286,2025-06-21,youtube,carousel,318,1348,2062,2396,0,False
PO06757,CA058,CR0566,2025-06-21,youtube,short,1183,3412,5761,6037,0,False
PO06758,CA058,CR0271,2025-06-21,youtube,long_form,3368,14390,20844,21143,350,False
PO06759,CA058,CR0923,2025-06-21,youtube,short,1188,2330,20466,24027,350,True
PO06760,CA058,CR0843,2025-06-21,youtube,short,489,2411,5617,5970,0,False
PO06761,CA059,CR0782,2025-06-24,youtube,short,100,160,1554,1964,0,True
PO06762,CA059,CR0714,2025-06-24,youtube,long_form,717,2135,2963,3350,0,False
PO06763,CA059,CR0156,2025-06-24,youtube,short,796,2408,4228,4309,0,False
PO06764,CA059,CR0935,2025-06-24,youtube,long_form,389,638,1704,1700,0,False
PO06765,CA059,CR0818,2025-06-24,youtube,short,148,412,783,774,0,False
PO06766,CA059,CR0275,2025-06-24,youtube,short,106,576,997,1195,0,False
PO06767,CA059,CR1040,2025-06-24,youtube,short,196,359,938,990,0,False
PO06768,CA059,CR0838,2025-06-24,youtube,carousel,375,524,1466,1450,0,False
PO06769,CA059,CR0408,2025-06-24,youtube,carousel,100,100,206,236,0,False
PO06770,CA059,CR0234,2025-06-24,youtube,reel,183,302,671,726,0,False
PO06771,CA059,CR0894,2025-06-24,youtube,long_form,209,687,1518,1756,0,False
PO06772,CA059,CR0912,2025-06-24,youtube,long_form,100,136,188,204,0,False
PO06773,CA059,CR0129,2025-06-24,youtube,long_form,447,3822,5028,5500,0,False
PO06774,CA059,CR0879,2025-06-24,youtube,long_form,444,1390,2735,2931,0,False
PO06775,CA059,CR0184,2025-06-24,youtube,long_form,192,698,1148,1365,0,False
PO06776,CA059,CR1177,2025-06-24,youtube,long_form,484,1125,2566,2504,0,False
PO06777,CA059,CR0898,2025-06-24,youtube,short,167,368,576,613,0,False
PO06778,CA059,CR0674,2025-06-24,youtube,short,100,103,604,697,0,True
PO06779,CA059,CR0718,2025-06-24,youtube,short,100,100,100,101,0,False
PO06780,CA059,CR0625,2025-06-24,youtube,short,3917,8986,18546,18292,350,False
PO06781,CA059,CR0074,2025-06-24,youtube,short,100,161,251,313,0,False
PO06782,CA059,CR0773,2025-06-24,youtube,short,13967,40380,90621,112512,3700,False
PO06783,CA059,CR0715,2025-06-24,youtube,long_form,115,410,946,960,0,False
PO06784,CA059,CR1034,2025-06-24,youtube,short,100,201,259,312,0,False
PO06785,CA059,CR1156,2025-06-24,youtube,short,100,100,133,138,0,False
PO06786,CA059,CR0549,2025-06-24,youtube,short,1190,5544,7560,8471,350,False
PO06787,CA059,CR0407,2025-06-24,youtube,long_form,268,503,968,1045,0,False
PO06788,CA059,CR0783,2025-06-24,youtube,long_form,128,381,495,570,0,False
PO06789,CA059,CR1000,2025-06-24,youtube,short,1496,2252,4839,5641,0,False
PO06790,CA059,CR0196,2025-06-24,youtube,reel,100,100,158,156,0,False
PO06791,CA059,CR0772,2025-06-24,youtube,short,131,724,1015,1227,0,False
PO06792,CA059,CR0241,2025-06-24,youtube,long_form,190,323,879,859,0,False
PO06793,CA059,CR0236,2025-06-24,youtube,short,116,427,629,685,0,False
PO06794,CA059,CR0455,2025-06-24,youtube,short,338,972,1565,1824,0,False
