creator_id,platform,follower_count,tier,account_age_months,historical_avg_views_per_post,historical_completion_rate
CR1081,instagram,2015,nano,32,300,0.0
CR1082,youtube,3458,nano,49,548,0.14285714285714285
CR1083,youtube,36513,micro,52,3561,0.2
CR1084,instagram,42737,micro,54,3740,0.4
CR1085,instagram,840576,mid,69,65420,0.8
CR1086,youtube,3631,nano,7,620,0.06666666666666667
CR1087,youtube,17721,micro,65,8660,0.4
CR1088,instagram,1782,nano,39,315,0.0
CR1089,instagram,5794,nano,46,2247,0.1111111111111111
CR1090,instagram,5615,nano,80,991,0.0
CR1091,instagram,3208,nano,27,1443,0.1111111111111111
CR1092,youtube,1507,nano,26,300,0.0
CR1093,instagram,15743,micro,34,3617,0.2857142857142857
CR1094,youtube,59540,micro,48,36396,0.6428571428571429
CR1095,instagram,10547,micro,32,592,0.16666666666666666
CR1096,instagram,1713,nano,27,300,0.0
CR1097,instagram,2937149,macro,21,414355,0.9473684210526315
CR1098,youtube,3554832,macro,35,333330,1.0
CR1099,instagram,175147,mid,65,53716,0.75
CR1100,instagram,224229,mid,24,57936,1.0
CR1101,instagram,3352,nano,41,523,0.0
CR1102,instagram,368651,mid,41,22775,0.625
CR1103,instagram,340739,mid,37,132255,0.8571428571428571
CR1104,instagram,272504,mid,28,100258,0.625
CR1105,instagram,16939,micro,17,2884,0.3333333333333333
CR1106,instagram,14557,micro,48,1151,0.0
CR1107,youtube,198216,mid,6,34668,0.35714285714285715
CR1108,instagram,395008,mid,23,41902,0.6
CR1109,instagram,3280,nano,32,440,0.0
CR1110,youtube,61405,micro,63,16428,0.16666666666666666
CR1111,instagram,1024019,macro,75,83698,0.7368421052631579
CR1112,instagram,11462,micro,13,2608,0.3
CR1113,instagram,27881,micro,30,4555,0.0
CR1114,youtube,261986,mid,40,39279,0.6428571428571429
CR1115,instagram,1626,nano,29,352,0.2
CR1116,instagram,65092,micro,47,28206,0.6666666666666666
CR1117,instagram,28466,micro,46,2879,0.0
CR1118,instagram,22233,micro,83,2581,0.16666666666666666
CR1119,youtube,5028,nano,30,1469,0.08333333333333333
CR1120,instagram,227852,mid,31,122290,0.8571428571428571
CR1121,instagram,56948,micro,27,6232,0.2857142857142857
CR1122,youtube,30345,micro,36,5185,0.21428571428571427
CR1123,instagram,1979787,macro,18,394524,0.9166666666666666
CR1124,instagram,3787,nano,13,527,0.0
CR1125,instagram,2884630,macro,70,230914,0.8947368421052632
CR1126,youtube,10342,micro,120,1238,0.0
CR1127,instagram,17853,micro,51,2170,0.1111111111111111
CR1128,youtube,91511,micro,13,19450,0.18181818181818182
CR1129,instagram,38710,micro,87,5529,0.375
CR1130,instagram,1816657,macro,12,161491,0.8823529411764706
CR1131,instagram,2748,nano,42,1979,0.14285714285714285
CR1132,instagram,2731,nano,25,300,0.0
CR1133,instagram,35557,micro,80,10367,0.1
CR1134,instagram,3775,nano,75,483,0.14285714285714285
CR1135,youtube,4999,nano,17,678,0.15384615384615385
CR1136,instagram,18131,micro,61,1545,0.125
CR1137,youtube,2210,nano,29,300,0.0
CR1138,youtube,84404,micro,15,20583,0.5833333333333334
CR1139,youtube,62936,micro,19,35138,0.7647058823529411
CR1140,youtube,376012,mid,30,98024,0.5
CR1141,youtube,43543,micro,27,9389,0.2
CR1142,instagram,31433,micro,43,5471,0.0
CR1143,instagram,89752,micro,26,62649,0.6
CR1144,instagram,49091,micro,32,5811,0.6666666666666666
CR1145,instagram,30413,micro,28,16928,0.6666666666666666
CR1146,instagram,480413,mid,77,61839,0.6666666666666666
CR1147,instagram,4816,nano,18,1115,0.0
CR1148,instagram,77423,micro,26,6058,0.6666666666666666
CR1149,instagram,4254,nano,40,1863,0.0
CR1150,instagram,17507,micro,46,4217,0.1
CR1151,youtube,6400,nano,26,1239,0.21428571428571427
CR1152,instagram,200611,mid,33,22690,1.0
CR1153,instagram,1899,nano,19,300,0.0
CR1154,youtube,502705,mid,8,170107,0.8666666666666667
CR1155,instagram,372623,mid,17,67249,0.3333333333333333
CR1156,youtube,1503,nano,31,300,0.0
CR1157,instagram,170705,mid,46,39668,0.8571428571428571
CR1158,instagram,92200,micro,93,9187,0.3333333333333333
CR1159,instagram,4642,nano,81,716,0.0
CR1160,youtube,2038,nano,34,300,0.0
CR1161,youtube,426547,mid,60,65657,0.7
CR1162,youtube,20822,micro,50,3265,0.045454545454545456
CR1163,youtube,26290,micro,29,4999,0.25
CR1164,instagram,24979,micro,18,4441,0.2857142857142857
CR1165,instagram,61967,micro,55,6320,0.42857142857142855
CR1166,instagram,16300,micro,14,1767,0.2
CR1167,youtube,1204442,macro,50,202388,0.8867924528301887
CR1168,instagram,4821,nano,23,2523,0.0
CR1169,youtube,29454,micro,26,1953,0.08333333333333333
CR1170,instagram,3630,nano,58,587,0.1
CR1171,instagram,4310,nano,37,419,0.0
CR1172,instagram,21377,micro,26,4379,0.375
CR1173,youtube,61456,micro,10,9869,0.4166666666666667
CR1174,youtube,24562,micro,50,7988,0.26666666666666666
CR1175,instagram,1665952,macro,48,1320808,1.0
CR1176,instagram,13414,micro,29,2808,0.1111111111111111
CR1177,youtube,5576,nano,39,1133,0.0
CR1178,youtube,7229,nano,72,5277,0.21428571428571427
CR1179,instagram,35159,micro,44,4729,0.3333333333333333
CR1180,instagram,655614,mid,16,169130,1.0
CR1181,instagram,36141,micro,16,5948,0.3333333333333333
CR1182,instagram,4023,nano,60,661,0.2
CR1183,youtube,22408,micro,20,5131,0.2631578947368421
CR1184,instagram,17909,micro,13,3318,0.6
CR1185,instagram,17979,micro,26,1417,0.0
CR1186,youtube,4169,nano,34,1639,0.06666666666666667
CR1187,instagram,470486,mid,75,95213,0.6666666666666666
CR1188,instagram,24738,micro,83,5062,0.2857142857142857
CR1189,youtube,58822,micro,21,5151,0.42857142857142855
CR1190,instagram,50078,micro,100,15874,0.6
CR1191,instagram,13570,micro,57,4207,0.16666666666666666
CR1192,instagram,9303,nano,12,4943,0.0
CR1193,instagram,58146,micro,22,18699,0.8888888888888888
CR1194,instagram,19205,micro,10,7673,0.2857142857142857
CR1195,instagram,154149,mid,34,46554,0.3333333333333333
CR1196,instagram,382754,mid,39,74165,1.0
CR1197,instagram,111846,mid,31,28362,1.0
CR1198,youtube,11307,micro,13,2745,0.125
CR1199,youtube,752210,mid,32,268173,0.8571428571428571
CR1200,youtube,43865,micro,58,6951,0.5384615384615384
